Team,Distance,Schedule Type,League
Phoenix Suns,66466.70448698163,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Miami Heat,64429.04354682349,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Milwaukee Bucks,53540.45732735029,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Charlotte Hornets,49520.38049721599,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Detroit Pistons,54288.639078765926,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Washington Wizards,53679.155469299796,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
San Antonio Spurs,61779.69109908096,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Sacramento Kings,71877.18320681939,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
New Orleans Pelicans,64767.54807505551,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Atlanta Hawks,56763.25303655616,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Dallas Mavericks,61579.87239673661,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Houston Rockets,65897.94773628825,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Golden State Warriors,72352.13982803228,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
all,1828620.7537936943,min_date - high - basic - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Brooklyn Nets,56704.93486519875,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Lakers,64527.6845592153,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Cleveland Cavaliers,54719.63112155476,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Indiana Pacers,55475.86490156918,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Orlando Magic,70091.29883043923,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Philadelphia 76ers,57106.06156964434,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Toronto Raptors,56061.62947294438,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Boston Celtics,65009.1966316748,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Chicago Bulls,56212.86156884035,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Memphis Grizzlies,55097.748061643884,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Minnesota Timberwolves,66262.8680798337,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Denver Nuggets,65047.947481392024,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Portland Trail Blazers,67173.56176447592,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Miami Heat,68469.74006118688,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Milwaukee Bucks,53540.45732735029,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Charlotte Hornets,49588.25580376785,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Detroit Pistons,60563.82313618848,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Washington Wizards,53596.039555475254,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
San Antonio Spurs,66328.30872243157,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Sacramento Kings,71877.18320681939,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
New Orleans Pelicans,65416.72013098288,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Atlanta Hawks,51285.321395313695,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Dallas Mavericks,63299.27567669566,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Houston Rockets,65897.94773628825,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Golden State Warriors,71617.5839893849,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
all,1841556.2221318176,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 5 - False,NBA
Brooklyn Nets,59048.41907591833,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Los Angeles Lakers,64527.6845592153,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Cleveland Cavaliers,55210.63210178406,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Indiana Pacers,55475.86490156918,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Orlando Magic,69075.15575363301,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Philadelphia 76ers,57106.06156964434,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Toronto Raptors,56061.62947294438,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Boston Celtics,65009.1966316748,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Chicago Bulls,56212.86156884035,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Memphis Grizzlies,65280.00371525589,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Minnesota Timberwolves,67704.12119907739,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Denver Nuggets,63924.249133690784,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Portland Trail Blazers,67173.56176447592,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Miami Heat,68469.74006118688,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Milwaukee Bucks,58620.47991422791,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Charlotte Hornets,49588.25580376785,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Detroit Pistons,60563.82313618848,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Washington Wizards,52995.32954731057,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
New York Knicks,59972.10187629982,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
San Antonio Spurs,66328.30872243157,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Utah Jazz,65044.17142661355,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Sacramento Kings,77473.56930599216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
New Orleans Pelicans,65416.72013098288,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Atlanta Hawks,51285.321395313695,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Dallas Mavericks,63299.27567669566,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Houston Rockets,65897.94773628825,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Golden State Warriors,71617.5839893849,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
all,1863635.5956904544,min_date - high - basic - post_all_star - 3 - 2 - 10 - 0 - 10 - False,NBA
Brooklyn Nets,59315.36104639384,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Los Angeles Lakers,64527.6845592153,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Cleveland Cavaliers,52291.821519040976,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Indiana Pacers,55475.86490156918,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Orlando Magic,70091.29883043923,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Philadelphia 76ers,57106.06156964434,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Toronto Raptors,56061.62947294438,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Boston Celtics,64969.877484741955,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Chicago Bulls,55486.389474492185,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Memphis Grizzlies,55097.748061643884,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Minnesota Timberwolves,66262.8680798337,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Denver Nuggets,65047.947481392024,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Portland Trail Blazers,67173.56176447592,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Miami Heat,68469.74006118688,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Milwaukee Bucks,53540.45732735029,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Charlotte Hornets,49520.38049721599,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Detroit Pistons,54288.639078765926,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Washington Wizards,52805.66538236478,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
San Antonio Spurs,66328.30872243157,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Sacramento Kings,71877.18320681939,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
New Orleans Pelicans,65416.72013098288,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Atlanta Hawks,56763.25303655616,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Dallas Mavericks,63299.27567669566,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Houston Rockets,65897.94773628825,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Golden State Warriors,72352.13982803228,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
all,1840052.101412023,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 5 - False,NBA
Brooklyn Nets,59315.36104639384,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Los Angeles Lakers,64527.6845592153,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Cleveland Cavaliers,55167.71546035129,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Indiana Pacers,55475.86490156918,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Orlando Magic,69075.15575363301,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Philadelphia 76ers,57106.06156964434,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Toronto Raptors,56061.62947294438,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Boston Celtics,66531.28415374705,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Chicago Bulls,57384.716669930705,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Memphis Grizzlies,66536.14011251701,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Minnesota Timberwolves,67704.12119907739,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Denver Nuggets,63924.249133690784,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Portland Trail Blazers,67173.56176447592,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Miami Heat,68469.74006118688,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Milwaukee Bucks,53540.45732735029,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Charlotte Hornets,49520.38049721599,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Detroit Pistons,59937.51734220594,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Washington Wizards,52805.66538236478,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
New York Knicks,59972.10187629982,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
San Antonio Spurs,66328.30872243157,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Sacramento Kings,77473.56930599216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
New Orleans Pelicans,65416.72013098288,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Atlanta Hawks,56763.25303655616,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Dallas Mavericks,62361.77281240993,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Houston Rockets,65897.94773628825,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Golden State Warriors,72352.13982803228,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
all,1867435.2944617134,min_date - high - basic - post_all_star - 3 - 2 - 10 - 1 - 10 - False,NBA
Brooklyn Nets,58999.56690005972,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Lakers,65673.79589984058,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Cleveland Cavaliers,54311.55460427354,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Indiana Pacers,59059.9597838398,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Orlando Magic,72252.47396513128,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Philadelphia 76ers,63586.5742228861,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Toronto Raptors,65097.44572336988,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Boston Celtics,65374.370035802945,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Chicago Bulls,56274.54699935467,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Memphis Grizzlies,57321.74200433242,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Minnesota Timberwolves,66262.8680798337,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Denver Nuggets,65047.947481392024,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Portland Trail Blazers,73410.5538823222,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Miami Heat,69124.8183471162,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Milwaukee Bucks,50649.18140655321,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Charlotte Hornets,49851.21247787254,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Detroit Pistons,56101.77844332901,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Washington Wizards,54125.87557031861,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
San Antonio Spurs,61779.69109908096,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Sacramento Kings,71877.18320681939,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
New Orleans Pelicans,77542.5426991957,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Atlanta Hawks,56763.25303655616,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Dallas Mavericks,62967.26586177307,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Houston Rockets,66323.30573483201,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Golden State Warriors,73082.20701103697,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
all,1883445.990958429,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Brooklyn Nets,60454.25969463881,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Los Angeles Lakers,65673.79589984058,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Cleveland Cavaliers,54311.55460427354,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Indiana Pacers,59059.9597838398,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Orlando Magic,72252.47396513128,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Philadelphia 76ers,63586.5742228861,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Toronto Raptors,63159.604106942694,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Boston Celtics,65410.438785644124,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Chicago Bulls,56446.437268582304,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Memphis Grizzlies,57321.74200433242,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Minnesota Timberwolves,66262.8680798337,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Denver Nuggets,65047.947481392024,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Portland Trail Blazers,73410.5538823222,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Phoenix Suns,66466.70448698163,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Miami Heat,69124.8183471162,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Milwaukee Bucks,50680.53949028635,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Charlotte Hornets,49520.38049721599,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Detroit Pistons,54288.639078765926,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Washington Wizards,53679.155469299796,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
San Antonio Spurs,61779.69109908096,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Utah Jazz,65358.64908515962,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Sacramento Kings,71877.18320681939,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
New Orleans Pelicans,77542.5426991957,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Atlanta Hawks,56763.25303655616,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Oklahoma City Thunder,53507.419073292935,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Dallas Mavericks,61579.87239673661,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Houston Rockets,66323.30573483201,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Golden State Warriors,74822.44981154628,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
all,1880964.3171286173,min_date - high - 15_more_games - post_all_star - 0 - 2 - 10 - 1 - 5 - False,NBA
Brooklyn Nets,60765.622167028676,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Lakers,75579.45847675388,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Cleveland Cavaliers,51843.73718024445,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Indiana Pacers,55532.01873009066,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Orlando Magic,70091.29883043923,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Philadelphia 76ers,57106.06156964434,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Toronto Raptors,56061.62947294438,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Boston Celtics,88721.18587802866,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Chicago Bulls,60084.752740750766,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Memphis Grizzlies,55218.494166706456,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Minnesota Timberwolves,67435.80292328369,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Denver Nuggets,67789.52205776892,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Portland Trail Blazers,70106.26549650369,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Phoenix Suns,68329.1795181905,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Miami Heat,72503.27153092355,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Milwaukee Bucks,61358.72434322106,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Charlotte Hornets,49851.21247787254,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Detroit Pistons,54722.44003037419,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Washington Wizards,56948.98293345188,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
New York Knicks,59972.10187629982,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
San Antonio Spurs,61779.69109908096,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Utah Jazz,75499.88794316424,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Sacramento Kings,75416.61068514566,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Los Angeles Clippers,65279.40195977216,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
New Orleans Pelicans,67863.02150173877,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Atlanta Hawks,51285.321395313695,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Oklahoma City Thunder,55410.36114793893,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Dallas Mavericks,62967.26586177307,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
Houston Rockets,68758.47874460138,min_date - high - 25_more_games - post_all_star - 0 - 2 - 10 - 0 - 5 - False,NBA
