,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number,original_date,reschedule_type,reschedule,day_difference
985,Tue,2021-05-04,2021.0,8:00p,Sacramento Kings,103.0,Oklahoma City Thunder,99.0,,0.0,2020/2021,May,4.0,5.0,,,0.0,
986,Tue,2021-05-04,2021.0,8:00p,Golden State Warriors,103.0,New Orleans Pelicans,108.0,,3700.0,2020/2021,May,4.0,5.0,,,0.0,
987,Tue,2021-05-04,2021.0,8:00p,Dallas Mavericks,127.0,Miami Heat,113.0,,0.0,2020/2021,May,4.0,5.0,,,0.0,
988,Wed,2021-05-05,2021.0,8:00p,Philadelphia 76ers,135.0,Houston Rockets,115.0,,3583.0,2020/2021,May,5.0,5.0,,,0.0,
989,Wed,2021-05-05,2021.0,9:00p,New York Knicks,97.0,Denver Nuggets,113.0,,4038.0,2020/2021,May,5.0,5.0,,,0.0,
990,Wed,2021-05-05,2021.0,9:00p,San Antonio Spurs,94.0,Utah Jazz,126.0,,6506.0,2020/2021,May,5.0,5.0,,,0.0,
991,Wed,2021-05-05,2021.0,8:00p,Phoenix Suns,103.0,Atlanta Hawks,135.0,,3205.0,2020/2021,May,5.0,5.0,,,0.0,
992,Wed,2021-05-05,2021.0,7:00p,Boston Celtics,132.0,Orlando Magic,96.0,,0.0,2020/2021,May,5.0,5.0,,,0.0,
993,Wed,2021-05-05,2021.0,8:00p,Sacramento Kings,104.0,Indiana Pacers,93.0,,0.0,2020/2021,May,5.0,5.0,,,0.0,
994,Wed,2021-05-05,2021.0,7:30p,Portland Trail Blazers,141.0,Cleveland Cavaliers,105.0,,4148.0,2020/2021,May,5.0,5.0,,,0.0,
995,Thu,2021-05-06,2021.0,10:00p,Oklahoma City Thunder,97.0,Golden State Warriors,118.0,,3621.0,2020/2021,May,6.0,5.0,,,0.0,
996,Thu,2021-05-06,2021.0,8:00p,Atlanta Hawks,126.0,Indiana Pacers,133.0,,0.0,2020/2021,May,6.0,5.0,,,0.0,
997,Thu,2021-05-06,2021.0,8:00p,Memphis Grizzlies,97.0,Detroit Pistons,111.0,,750.0,2020/2021,May,6.0,5.0,,,0.0,
998,Thu,2021-05-06,2021.0,7:30p,Washington Wizards,131.0,Toronto Raptors,129.0,OT,2494.0,2020/2021,May,6.0,5.0,,,0.0,
999,Thu,2021-05-06,2021.0,7:30p,Brooklyn Nets,109.0,Dallas Mavericks,113.0,,4602.0,2020/2021,May,6.0,5.0,,,0.0,
1000,Thu,2021-05-06,2021.0,10:00p,Los Angeles Lakers,94.0,Los Angeles Clippers,118.0,,3275.0,2020/2021,May,6.0,5.0,,,0.0,
1001,Fri,2021-05-07,2021.0,10:00p,San Antonio Spurs,113.0,Sacramento Kings,104.0,,0.0,2020/2021,May,7.0,5.0,,,0.0,
1002,Fri,2021-05-07,2021.0,8:00p,Houston Rockets,133.0,Milwaukee Bucks,141.0,,3280.0,2020/2021,May,7.0,5.0,,,0.0,
1003,Fri,2021-05-07,2021.0,10:00p,New York Knicks,105.0,Phoenix Suns,128.0,,8063.0,2020/2021,May,7.0,5.0,,,0.0,
1004,Fri,2021-05-07,2021.0,9:00p,Denver Nuggets,120.0,Utah Jazz,127.0,,6506.0,2020/2021,May,7.0,5.0,,,0.0,
1005,Fri,2021-05-07,2021.0,7:00p,New Orleans Pelicans,107.0,Philadelphia 76ers,109.0,,5119.0,2020/2021,May,7.0,5.0,,,0.0,
1006,Fri,2021-05-07,2021.0,8:00p,Orlando Magic,112.0,Charlotte Hornets,122.0,,3751.0,2020/2021,May,7.0,5.0,,,0.0,
1007,Fri,2021-05-07,2021.0,8:00p,Minnesota Timberwolves,112.0,Miami Heat,121.0,,0.0,2020/2021,May,7.0,5.0,,,0.0,
1008,Fri,2021-05-07,2021.0,8:30p,Cleveland Cavaliers,90.0,Dallas Mavericks,110.0,,4220.0,2020/2021,May,7.0,5.0,,,0.0,
1009,Fri,2021-05-07,2021.0,10:00p,Los Angeles Lakers,101.0,Portland Trail Blazers,106.0,,0.0,2020/2021,May,7.0,5.0,,,0.0,
1010,Sat,2021-05-08,2021.0,7:00p,Washington Wizards,133.0,Indiana Pacers,132.0,OT,0.0,2020/2021,May,8.0,5.0,,,0.0,
1011,Sat,2021-05-08,2021.0,10:00p,San Antonio Spurs,102.0,Portland Trail Blazers,124.0,,1939.0,2020/2021,May,8.0,5.0,,,0.0,
1012,Sat,2021-05-08,2021.0,10:00p,Oklahoma City Thunder,97.0,Golden State Warriors,136.0,,4155.0,2020/2021,May,8.0,5.0,,,0.0,
1013,Sat,2021-05-08,2021.0,10:00p,Brooklyn Nets,125.0,Denver Nuggets,119.0,,4044.0,2020/2021,May,8.0,5.0,,,0.0,
1014,Sat,2021-05-08,2021.0,7:30p,Memphis Grizzlies,109.0,Toronto Raptors,99.0,,0.0,2020/2021,May,8.0,5.0,,,0.0,
1015,Sat,2021-05-08,2021.0,7:00p,Detroit Pistons,104.0,Philadelphia 76ers,118.0,,5119.0,2020/2021,May,8.0,5.0,,,0.0,
1016,Sat,2021-05-08,2021.0,10:00p,Houston Rockets,116.0,Utah Jazz,124.0,,6506.0,2020/2021,May,8.0,5.0,,,0.0,
1017,Sun,2021-05-09,2021.0,1:00p,Miami Heat,130.0,Boston Celtics,124.0,,2298.0,2020/2021,May,9.0,5.0,,,0.0,
1018,Sun,2021-05-09,2021.0,3:30p,New York Knicks,106.0,Los Angeles Clippers,100.0,,2578.0,2020/2021,May,9.0,5.0,,,0.0,
1019,Sun,2021-05-09,2021.0,7:00p,Dallas Mavericks,124.0,Cleveland Cavaliers,97.0,,4148.0,2020/2021,May,9.0,5.0,,,0.0,
1020,Sun,2021-05-09,2021.0,7:00p,Minnesota Timberwolves,128.0,Orlando Magic,96.0,,4086.0,2020/2021,May,9.0,5.0,,,0.0,
1021,Sun,2021-05-09,2021.0,8:00p,Chicago Bulls,108.0,Detroit Pistons,96.0,,750.0,2020/2021,May,9.0,5.0,,,0.0,
1022,Sun,2021-05-09,2021.0,10:00p,Phoenix Suns,110.0,Los Angeles Lakers,123.0,,3144.0,2020/2021,May,9.0,5.0,,,0.0,
1023,Sun,2021-05-09,2021.0,10:00p,Oklahoma City Thunder,98.0,Sacramento Kings,126.0,,0.0,2020/2021,May,9.0,5.0,,,0.0,
1024,Sun,2021-05-09,2021.0,7:00p,New Orleans Pelicans,112.0,Charlotte Hornets,110.0,,4196.0,2020/2021,May,9.0,5.0,,,0.0,
1025,Mon,2021-05-10,2021.0,8:30p,Milwaukee Bucks,125.0,San Antonio Spurs,146.0,,3992.0,2020/2021,May,10.0,5.0,,,0.0,
1026,Mon,2021-05-10,2021.0,10:00p,Houston Rockets,129.0,Portland Trail Blazers,140.0,,1939.0,2020/2021,May,10.0,5.0,,,0.0,
1027,Mon,2021-05-10,2021.0,7:30p,Indiana Pacers,111.0,Cleveland Cavaliers,102.0,,4148.0,2020/2021,May,10.0,5.0,,,0.0,
1028,Mon,2021-05-10,2021.0,8:00p,New Orleans Pelicans,110.0,Memphis Grizzlies,115.0,,2507.0,2020/2021,May,10.0,5.0,,,0.0,
1029,Mon,2021-05-10,2021.0,10:00p,Utah Jazz,116.0,Golden State Warriors,119.0,,4155.0,2020/2021,May,10.0,5.0,,,0.0,
1030,Mon,2021-05-10,2021.0,7:30p,Washington Wizards,124.0,Atlanta Hawks,125.0,,3054.0,2020/2021,May,10.0,5.0,,,0.0,
1031,Tue,2021-05-11,2021.0,7:00p,Minnesota Timberwolves,119.0,Detroit Pistons,100.0,,750.0,2020/2021,May,11.0,5.0,,,0.0,
1032,Tue,2021-05-11,2021.0,7:30p,Los Angeles Clippers,115.0,Toronto Raptors,96.0,,0.0,2020/2021,May,11.0,5.0,,,0.0,
1033,Tue,2021-05-11,2021.0,8:00p,Brooklyn Nets,115.0,Chicago Bulls,107.0,,3434.0,2020/2021,May,11.0,5.0,,,0.0,
1034,Tue,2021-05-11,2021.0,8:00p,Philadelphia 76ers,94.0,Indiana Pacers,103.0,,0.0,2020/2021,May,11.0,5.0,,,0.0,
1035,Tue,2021-05-11,2021.0,8:00p,Dallas Mavericks,104.0,Memphis Grizzlies,133.0,,2684.0,2020/2021,May,11.0,5.0,,,0.0,
1036,Tue,2021-05-11,2021.0,9:00p,Orlando Magic,102.0,Milwaukee Bucks,114.0,,3280.0,2020/2021,May,11.0,5.0,,,0.0,
1037,Tue,2021-05-11,2021.0,10:00p,Phoenix Suns,116.0,Golden State Warriors,122.0,,4155.0,2020/2021,May,11.0,5.0,,,0.0,
1038,Tue,2021-05-11,2021.0,10:00p,New York Knicks,99.0,Los Angeles Lakers,101.0,OT,3550.0,2020/2021,May,11.0,5.0,,,0.0,
1039,Tue,2021-05-11,2021.0,10:00p,Oklahoma City Thunder,106.0,Sacramento Kings,122.0,,0.0,2020/2021,May,11.0,5.0,,,0.0,
1040,Tue,2021-05-11,2021.0,7:00p,Denver Nuggets,117.0,Charlotte Hornets,112.0,,3997.0,2020/2021,May,11.0,5.0,,,0.0,
1041,Wed,2021-05-12,2021.0,9:30p,Portland Trail Blazers,105.0,Utah Jazz,98.0,,6506.0,2020/2021,May,12.0,5.0,,,0.0,
1042,Wed,2021-05-12,2021.0,8:00p,Boston Celtics,94.0,Cleveland Cavaliers,102.0,,4148.0,2020/2021,May,12.0,5.0,,,0.0,
1043,Wed,2021-05-12,2021.0,8:00p,San Antonio Spurs,116.0,Brooklyn Nets,128.0,,1773.0,2020/2021,May,12.0,5.0,,,0.0,
1044,Wed,2021-05-12,2021.0,7:00p,Washington Wizards,116.0,Atlanta Hawks,120.0,,3120.0,2020/2021,May,12.0,5.0,,,0.0,
1045,Wed,2021-05-12,2021.0,10:30p,Houston Rockets,122.0,Los Angeles Lakers,124.0,,4087.0,2020/2021,May,12.0,5.0,,,0.0,
1046,Thu,2021-05-13,2021.0,7:00p,Los Angeles Clippers,113.0,Charlotte Hornets,90.0,,4442.0,2020/2021,May,13.0,5.0,,,0.0,
1047,Thu,2021-05-13,2021.0,7:00p,Milwaukee Bucks,142.0,Indiana Pacers,133.0,,0.0,2020/2021,May,13.0,5.0,,,0.0,
1048,Thu,2021-05-13,2021.0,7:30p,Orlando Magic,93.0,Atlanta Hawks,116.0,,2910.0,2020/2021,May,13.0,5.0,,,0.0,
1049,Thu,2021-05-13,2021.0,7:30p,Philadelphia 76ers,94.0,Miami Heat,106.0,,0.0,2020/2021,May,13.0,5.0,,,0.0,
1050,Thu,2021-05-13,2021.0,8:00p,Toronto Raptors,102.0,Chicago Bulls,114.0,,3395.0,2020/2021,May,13.0,5.0,,,0.0,
1051,Thu,2021-05-13,2021.0,8:00p,Denver Nuggets,114.0,Minnesota Timberwolves,103.0,,1638.0,2020/2021,May,13.0,5.0,,,0.0,
1052,Thu,2021-05-13,2021.0,10:00p,Portland Trail Blazers,117.0,Phoenix Suns,118.0,,8359.0,2020/2021,May,13.0,5.0,,,0.0,
1053,Fri,2021-05-14,2021.0,9:30p,New Orleans Pelicans,122.0,Golden State Warriors,125.0,,4155.0,2020/2021,May,14.0,5.0,,,0.0,
1054,Fri,2021-05-14,2021.0,9:00p,Los Angeles Clippers,115.0,Houston Rockets,122.0,,3803.0,2020/2021,May,14.0,5.0,,,0.0,
1055,Fri,2021-05-14,2021.0,8:00p,Denver Nuggets,104.0,Detroit Pistons,91.0,,750.0,2020/2021,May,14.0,5.0,,,0.0,
1056,Fri,2021-05-14,2021.0,8:00p,Orlando Magic,97.0,Philadelphia 76ers,122.0,,5119.0,2020/2021,May,14.0,5.0,,,0.0,
1057,Fri,2021-05-14,2021.0,8:00p,Utah Jazz,109.0,Oklahoma City Thunder,93.0,,0.0,2020/2021,May,14.0,5.0,,,0.0,
1058,Fri,2021-05-14,2021.0,9:00p,Toronto Raptors,110.0,Dallas Mavericks,114.0,,4493.0,2020/2021,May,14.0,5.0,,,0.0,
1059,Sat,2021-05-15,2021.0,1:00p,Chicago Bulls,91.0,Brooklyn Nets,105.0,,1773.0,2020/2021,May,15.0,5.0,,,0.0,
1060,Sat,2021-05-15,2021.0,1:00p,Los Angeles Lakers,122.0,Indiana Pacers,115.0,,0.0,2020/2021,May,15.0,5.0,,,0.0,
1061,Sat,2021-05-15,2021.0,1:00p,Charlotte Hornets,109.0,New York Knicks,118.0,OT,1981.0,2020/2021,May,15.0,5.0,,,0.0,
1062,Sat,2021-05-15,2021.0,2:00p,Boston Celtics,124.0,Minnesota Timberwolves,108.0,,1638.0,2020/2021,May,15.0,5.0,,,0.0,
1063,Sat,2021-05-15,2021.0,2:00p,Phoenix Suns,140.0,San Antonio Spurs,103.0,,4848.0,2020/2021,May,15.0,5.0,,,0.0,
1064,Sat,2021-05-15,2021.0,8:00p,Miami Heat,108.0,Milwaukee Bucks,122.0,,3280.0,2020/2021,May,15.0,5.0,,,0.0,
1065,Sun,2021-05-16,2021.0,9:00p,Los Angeles Clippers,112.0,Oklahoma City Thunder,117.0,,0.0,2020/2021,May,16.0,5.0,,,0.0,
1066,Sun,2021-05-16,2021.0,9:00p,Los Angeles Lakers,110.0,New Orleans Pelicans,98.0,,3700.0,2020/2021,May,16.0,5.0,,,0.0,
1067,Sun,2021-05-16,2021.0,9:00p,Dallas Mavericks,121.0,Minnesota Timberwolves,136.0,,1638.0,2020/2021,May,16.0,5.0,,,0.0,
1068,Sun,2021-05-16,2021.0,9:00p,Milwaukee Bucks,112.0,Chicago Bulls,118.0,,3427.0,2020/2021,May,16.0,5.0,,,0.0,
1069,Sun,2021-05-16,2021.0,8:00p,Miami Heat,120.0,Detroit Pistons,107.0,,750.0,2020/2021,May,16.0,5.0,,,0.0,
1070,Sun,2021-05-16,2021.0,7:00p,Orlando Magic,117.0,Philadelphia 76ers,128.0,,5119.0,2020/2021,May,16.0,5.0,,,0.0,
1071,Sun,2021-05-16,2021.0,1:00p,Charlotte Hornets,110.0,Washington Wizards,115.0,,5333.0,2020/2021,May,16.0,5.0,,,0.0,
1072,Sun,2021-05-16,2021.0,7:00p,Houston Rockets,95.0,Atlanta Hawks,124.0,,3045.0,2020/2021,May,16.0,5.0,,,0.0,
1073,Sun,2021-05-16,2021.0,3:30p,Memphis Grizzlies,101.0,Golden State Warriors,113.0,,4416.0,2020/2021,May,16.0,5.0,,,0.0,
1074,Sun,2021-05-16,2021.0,2:00p,Phoenix Suns,123.0,San Antonio Spurs,121.0,,4738.0,2020/2021,May,16.0,5.0,,,0.0,
1075,Sun,2021-05-16,2021.0,1:00p,Indiana Pacers,125.0,Toronto Raptors,113.0,,0.0,2020/2021,May,16.0,5.0,,,0.0,
1076,Sun,2021-05-16,2021.0,1:00p,Boston Celtics,92.0,New York Knicks,96.0,,1981.0,2020/2021,May,16.0,5.0,,,0.0,
1077,Sun,2021-05-16,2021.0,9:00p,Denver Nuggets,116.0,Portland Trail Blazers,132.0,,1939.0,2020/2021,May,16.0,5.0,,,0.0,
1078,Sun,2021-05-16,2021.0,7:00p,Cleveland Cavaliers,109.0,Brooklyn Nets,123.0,,1773.0,2020/2021,May,16.0,5.0,,,0.0,
1079,Sun,2021-05-16,2021.0,9:00p,Utah Jazz,121.0,Sacramento Kings,99.0,,0.0,2020/2021,May,16.0,5.0,,,0.0,
1080,,,,,,,,,,,,,,,,,,
