,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number
528,Thu,2021-03-04,2021,8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,,1961,2020/2021,Mar,4,3
529,Thu,2021-03-04,2021,8:30p,Miami Heat,103,New Orleans Pelicans,93,,2700,2020/2021,Mar,4,3
530,Thu,2021-03-04,2021,9:00p,Oklahoma City Thunder,107,San Antonio Spurs,102,,1000,2020/2021,Mar,4,3
531,Thu,2021-03-04,2021,10:00p,Golden State Warriors,98,Phoenix Suns,120,,3233,2020/2021,Mar,4,3
532,Thu,2021-03-04,2021,10:00p,Sacramento Kings,119,Portland Trail Blazers,123,,0,2020/2021,Mar,4,3
533,Wed,2021-03-10,2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,,1912,2020/2021,Mar,10,3
534,Wed,2021-03-10,2021,8:30p,San Antonio Spurs,104,Dallas Mavericks,115,,3813,2020/2021,Mar,10,3
535,Thu,2021-03-11,2021,7:00p,Detroit Pistons,102,Charlotte Hornets,105,,0,2020/2021,Mar,11,3
536,Thu,2021-03-11,2021,7:30p,Boston Celtics,109,Brooklyn Nets,121,,1374,2020/2021,Mar,11,3
537,Thu,2021-03-11,2021,7:30p,Atlanta Hawks,121,Toronto Raptors,120,,0,2020/2021,Mar,11,3
538,Thu,2021-03-11,2021,8:00p,Philadelphia 76ers,127,Chicago Bulls,105,,0,2020/2021,Mar,11,3
539,Thu,2021-03-11,2021,8:00p,Orlando Magic,103,Miami Heat,111,,0,2020/2021,Mar,11,3
540,Thu,2021-03-11,2021,8:00p,New York Knicks,101,Milwaukee Bucks,134,,1800,2020/2021,Mar,11,3
541,Thu,2021-03-11,2021,8:00p,Minnesota Timberwolves,135,New Orleans Pelicans,105,,3700,2020/2021,Mar,11,3
542,Thu,2021-03-11,2021,9:00p,Dallas Mavericks,108,Oklahoma City Thunder,116,,0,2020/2021,Mar,11,3
543,Thu,2021-03-11,2021,10:00p,Golden State Warriors,104,Los Angeles Clippers,130,,0,2020/2021,Mar,11,3
544,Thu,2021-03-11,2021,10:00p,Phoenix Suns,127,Portland Trail Blazers,121,,0,2020/2021,Mar,11,3
545,Thu,2021-03-11,2021,10:00p,Houston Rockets,105,Sacramento Kings,125,,0,2020/2021,Mar,11,3
546,Fri,2021-03-12,2021,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,,2160,2020/2021,Mar,12,3
547,Fri,2021-03-12,2021,8:00p,Cleveland Cavaliers,82,New Orleans Pelicans,116,,3700,2020/2021,Mar,12,3
548,Fri,2021-03-12,2021,8:00p,Philadelphia 76ers,127,Washington Wizards,101,,0,2020/2021,Mar,12,3
549,Fri,2021-03-12,2021,9:00p,Miami Heat,101,Chicago Bulls,90,,0,2020/2021,Mar,12,3
550,Fri,2021-03-12,2021,9:00p,Orlando Magic,77,San Antonio Spurs,104,,3241,2020/2021,Mar,12,3
551,Fri,2021-03-12,2021,10:00p,Houston Rockets,99,Utah Jazz,114,,5546,2020/2021,Mar,12,3
552,Fri,2021-03-12,2021,10:30p,Indiana Pacers,100,Los Angeles Lakers,105,,0,2020/2021,Mar,12,3
553,Sat,2021-03-13,2021,2:00p,New York Knicks,119,Oklahoma City Thunder,97,,0,2020/2021,Mar,13,3
554,Sat,2021-03-13,2021,7:00p,Detroit Pistons,95,Brooklyn Nets,100,,1364,2020/2021,Mar,13,3
555,Sat,2021-03-13,2021,7:00p,Toronto Raptors,104,Charlotte Hornets,114,,2861,2020/2021,Mar,13,3
556,Sat,2021-03-13,2021,7:00p,Milwaukee Bucks,125,Washington Wizards,119,,0,2020/2021,Mar,13,3
557,Sat,2021-03-13,2021,7:30p,Sacramento Kings,106,Atlanta Hawks,121,,2347,2020/2021,Mar,13,3
558,Sat,2021-03-13,2021,8:00p,Portland Trail Blazers,125,Minnesota Timberwolves,121,,0,2020/2021,Mar,13,3
559,Sat,2021-03-13,2021,10:00p,Dallas Mavericks,116,Denver Nuggets,103,,0,2020/2021,Mar,13,3
560,Sat,2021-03-13,2021,10:00p,Indiana Pacers,122,Phoenix Suns,111,,3166,2020/2021,Mar,13,3
561,Sun,2021-03-14,2021,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,,0,2020/2021,Mar,14,3
562,Sun,2021-03-14,2021,4:00p,Utah Jazz,119,Golden State Warriors,131,,0,2020/2021,Mar,14,3
563,Sun,2021-03-14,2021,6:30p,San Antonio Spurs,99,Philadelphia 76ers,134,,3071,2020/2021,Mar,14,3
564,Sun,2021-03-14,2021,7:00p,Miami Heat,102,Orlando Magic,97,,3264,2020/2021,Mar,14,3
565,Sun,2021-03-14,2021,7:30p,Cleveland Cavaliers,82,Atlanta Hawks,100,,2322,2020/2021,Mar,14,3
566,Sun,2021-03-14,2021,8:00p,Boston Celtics,134,Houston Rockets,107,,3264,2020/2021,Mar,14,3
567,Sun,2021-03-14,2021,8:00p,Portland Trail Blazers,112,Minnesota Timberwolves,114,,0,2020/2021,Mar,14,3
568,Sun,2021-03-14,2021,9:00p,Toronto Raptors,95,Chicago Bulls,118,,0,2020/2021,Mar,14,3
569,Sun,2021-03-14,2021,9:00p,Los Angeles Clippers,115,New Orleans Pelicans,135,,3700,2020/2021,Mar,14,3
570,Mon,2021-03-15,2021,7:00p,Sacramento Kings,116,Charlotte Hornets,122,,2861,2020/2021,Mar,15,3
571,Mon,2021-03-15,2021,7:00p,Milwaukee Bucks,133,Washington Wizards,122,,0,2020/2021,Mar,15,3
572,Mon,2021-03-15,2021,8:00p,New York Knicks,112,Brooklyn Nets,117,,1637,2020/2021,Mar,15,3
573,Mon,2021-03-15,2021,8:00p,San Antonio Spurs,109,Detroit Pistons,99,,0,2020/2021,Mar,15,3
574,Mon,2021-03-15,2021,9:00p,Los Angeles Clippers,109,Dallas Mavericks,99,,3945,2020/2021,Mar,15,3
575,Mon,2021-03-15,2021,10:00p,Indiana Pacers,106,Denver Nuggets,121,,0,2020/2021,Mar,15,3
576,Mon,2021-03-15,2021,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,,3188,2020/2021,Mar,15,3
577,Mon,2021-03-15,2021,10:30p,Los Angeles Lakers,128,Golden State Warriors,97,,0,2020/2021,Mar,15,3
578,Tue,2021-03-16,2021,7:30p,Utah Jazz,117,Boston Celtics,109,,0,2020/2021,Mar,16,3
579,Tue,2021-03-16,2021,8:00p,Oklahoma City Thunder,102,Chicago Bulls,123,,0,2020/2021,Mar,16,3
580,Tue,2021-03-16,2021,8:00p,Atlanta Hawks,119,Houston Rockets,107,,3069,2020/2021,Mar,16,3
581,Tue,2021-03-16,2021,8:00p,Cleveland Cavaliers,98,Miami Heat,113,,0,2020/2021,Mar,16,3
582,Tue,2021-03-16,2021,8:00p,New York Knicks,96,Philadelphia 76ers,99,,3071,2020/2021,Mar,16,3
583,Tue,2021-03-16,2021,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,125,,0,2020/2021,Mar,16,3
584,Tue,2021-03-16,2021,10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,137,,0,2020/2021,Mar,16,3
585,Wed,2021-03-17,2021,7:00p,Toronto Raptors,112,Detroit Pistons,116,,750,2020/2021,Mar,17,3
586,Wed,2021-03-17,2021,7:00p,Brooklyn Nets,124,Indiana Pacers,115,,0,2020/2021,Mar,17,3
587,Wed,2021-03-17,2021,7:00p,Milwaukee Bucks,109,Philadelphia 76ers,105,OT,3071,2020/2021,Mar,17,3
588,Wed,2021-03-17,2021,7:00p,Sacramento Kings,121,Washington Wizards,119,,0,2020/2021,Mar,17,3
589,Wed,2021-03-17,2021,8:00p,San Antonio Spurs,106,Chicago Bulls,99,,0,2020/2021,Mar,17,3
590,Wed,2021-03-17,2021,8:00p,Boston Celtics,110,Cleveland Cavaliers,117,,4100,2020/2021,Mar,17,3
591,Wed,2021-03-17,2021,8:00p,Golden State Warriors,108,Houston Rockets,94,,3259,2020/2021,Mar,17,3
592,Wed,2021-03-17,2021,9:00p,Charlotte Hornets,104,Denver Nuggets,129,,0,2020/2021,Mar,17,3
593,Wed,2021-03-17,2021,9:00p,Miami Heat,85,Memphis Grizzlies,89,,2217,2020/2021,Mar,17,3
594,Wed,2021-03-17,2021,9:30p,Los Angeles Clippers,89,Dallas Mavericks,105,,3975,2020/2021,Mar,17,3
595,Thu,2021-03-18,2021,7:00p,Utah Jazz,122,Washington Wizards,131,,0,2020/2021,Mar,18,3
596,Thu,2021-03-18,2021,7:30p,Oklahoma City Thunder,93,Atlanta Hawks,116,,2621,2020/2021,Mar,18,3
597,Thu,2021-03-18,2021,7:30p,Orlando Magic,93,New York Knicks,94,,1531,2020/2021,Mar,18,3
598,Thu,2021-03-18,2021,10:00p,Minnesota Timberwolves,123,Phoenix Suns,119,,3172,2020/2021,Mar,18,3
599,Thu,2021-03-18,2021,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,101,,0,2020/2021,Mar,18,3
600,Thu,2021-03-18,2021,10:30p,Charlotte Hornets,105,Los Angeles Lakers,116,,0,2020/2021,Mar,18,3
601,Fri,2021-03-19,2021,7:30p,Sacramento Kings,107,Boston Celtics,96,,0,2020/2021,Mar,19,3
602,Fri,2021-03-19,2021,7:30p,San Antonio Spurs,116,Cleveland Cavaliers,110,,0,2020/2021,Mar,19,3
603,Fri,2021-03-19,2021,8:00p,Detroit Pistons,113,Houston Rockets,100,,3061,2020/2021,Mar,19,3
604,Fri,2021-03-19,2021,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,,2716,2020/2021,Mar,19,3
605,Fri,2021-03-19,2021,8:00p,Indiana Pacers,137,Miami Heat,110,,0,2020/2021,Mar,19,3
606,Fri,2021-03-19,2021,8:00p,Brooklyn Nets,113,Orlando Magic,121,,3665,2020/2021,Mar,19,3
607,Fri,2021-03-19,2021,8:00p,Utah Jazz,115,Toronto Raptors,112,,0,2020/2021,Mar,19,3
608,Fri,2021-03-19,2021,9:00p,Chicago Bulls,127,Denver Nuggets,131,OT,0,2020/2021,Mar,19,3
609,Fri,2021-03-19,2021,10:00p,Minnesota Timberwolves,101,Phoenix Suns,113,,3124,2020/2021,Mar,19,3
610,Fri,2021-03-19,2021,10:00p,Dallas Mavericks,119,Portland Trail Blazers,125,,0,2020/2021,Mar,19,3
611,Sat,2021-03-20,2021,3:30p,Atlanta Hawks,99,Los Angeles Lakers,94,,0,2020/2021,Mar,20,3
612,Sat,2021-03-20,2021,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,,0,2020/2021,Mar,20,3
613,Sat,2021-03-20,2021,8:00p,Sacramento Kings,105,Philadelphia 76ers,129,,3071,2020/2021,Mar,20,3
614,Sat,2021-03-20,2021,9:00p,San Antonio Spurs,113,Milwaukee Bucks,120,,3280,2020/2021,Mar,20,3
615,Sat,2021-03-20,2021,10:00p,Charlotte Hornets,98,Los Angeles Clippers,125,,0,2020/2021,Mar,20,3
616,Sun,2021-03-21,2021,1:00p,Indiana Pacers,109,Miami Heat,106,OT,0,2020/2021,Mar,21,3
617,Sun,2021-03-21,2021,2:00p,Oklahoma City Thunder,114,Houston Rockets,112,,3297,2020/2021,Mar,21,3
618,Sun,2021-03-21,2021,3:00p,New Orleans Pelicans,113,Denver Nuggets,108,,0,2020/2021,Mar,21,3
619,Sun,2021-03-21,2021,3:30p,Orlando Magic,96,Boston Celtics,112,,0,2020/2021,Mar,21,3
620,Sun,2021-03-21,2021,7:00p,Washington Wizards,106,Brooklyn Nets,113,,1773,2020/2021,Mar,21,3
621,Sun,2021-03-21,2021,7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,,0,2020/2021,Mar,21,3
622,Sun,2021-03-21,2021,7:00p,Chicago Bulls,100,Detroit Pistons,86,,750,2020/2021,Mar,21,3
623,Sun,2021-03-21,2021,8:00p,Philadelphia 76ers,101,New York Knicks,100,OT,1981,2020/2021,Mar,21,3
624,Sun,2021-03-21,2021,10:00p,Los Angeles Lakers,94,Phoenix Suns,111,,3190,2020/2021,Mar,21,3
625,Sun,2021-03-21,2021,10:00p,Dallas Mavericks,132,Portland Trail Blazers,92,,0,2020/2021,Mar,21,3
626,Mon,2021-03-22,2021,7:30p,Sacramento Kings,119,Cleveland Cavaliers,105,,4100,2020/2021,Mar,22,3
627,Mon,2021-03-22,2021,8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,103,,0,2020/2021,Mar,22,3
628,Mon,2021-03-22,2021,8:30p,Charlotte Hornets,100,San Antonio Spurs,97,,3222,2020/2021,Mar,22,3
629,Mon,2021-03-22,2021,9:00p,Utah Jazz,120,Chicago Bulls,95,,0,2020/2021,Mar,22,3
630,Mon,2021-03-22,2021,9:00p,Toronto Raptors,99,Houston Rockets,117,,2965,2020/2021,Mar,22,3
631,Mon,2021-03-22,2021,9:00p,Boston Celtics,126,Memphis Grizzlies,132,OT,2319,2020/2021,Mar,22,3
632,Mon,2021-03-22,2021,9:00p,Indiana Pacers,113,Milwaukee Bucks,140,,3280,2020/2021,Mar,22,3
633,Mon,2021-03-22,2021,10:00p,Atlanta Hawks,110,Los Angeles Clippers,119,,0,2020/2021,Mar,22,3
634,Tue,2021-03-23,2021,7:00p,Denver Nuggets,110,Orlando Magic,99,,3485,2020/2021,Mar,23,3
635,Tue,2021-03-23,2021,7:30p,Los Angeles Lakers,111,New Orleans Pelicans,128,,3700,2020/2021,Mar,23,3
636,Tue,2021-03-23,2021,7:30p,Washington Wizards,113,New York Knicks,131,,1589,2020/2021,Mar,23,3
637,Tue,2021-03-23,2021,8:00p,Phoenix Suns,110,Miami Heat,100,,0,2020/2021,Mar,23,3
638,Tue,2021-03-23,2021,10:00p,Philadelphia 76ers,108,Golden State Warriors,98,,0,2020/2021,Mar,23,3
639,Tue,2021-03-23,2021,10:00p,Brooklyn Nets,116,Portland Trail Blazers,112,,0,2020/2021,Mar,23,3
640,Wed,2021-03-24,2021,7:00p,Detroit Pistons,111,Indiana Pacers,116,,0,2020/2021,Mar,24,3
641,Wed,2021-03-24,2021,7:30p,Boston Celtics,119,Milwaukee Bucks,121,,3280,2020/2021,Mar,24,3
642,Wed,2021-03-24,2021,7:30p,Denver Nuggets,111,Toronto Raptors,135,,1578,2020/2021,Mar,24,3
643,Wed,2021-03-24,2021,8:00p,Cleveland Cavaliers,103,Chicago Bulls,94,,0,2020/2021,Mar,24,3
644,Wed,2021-03-24,2021,8:00p,Charlotte Hornets,122,Houston Rockets,97,,3163,2020/2021,Mar,24,3
645,Wed,2021-03-24,2021,8:00p,Dallas Mavericks,128,Minnesota Timberwolves,108,,0,2020/2021,Mar,24,3
646,Wed,2021-03-24,2021,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,,0,2020/2021,Mar,24,3
647,Wed,2021-03-24,2021,8:00p,Phoenix Suns,111,Orlando Magic,112,,3891,2020/2021,Mar,24,3
648,Wed,2021-03-24,2021,8:30p,Los Angeles Clippers,134,San Antonio Spurs,101,,3224,2020/2021,Mar,24,3
649,Wed,2021-03-24,2021,10:00p,Atlanta Hawks,108,Sacramento Kings,110,,0,2020/2021,Mar,24,3
650,Wed,2021-03-24,2021,10:00p,Brooklyn Nets,88,Utah Jazz,118,,5546,2020/2021,Mar,24,3
651,Thu,2021-03-25,2021,7:30p,Portland Trail Blazers,125,Miami Heat,122,,0,2020/2021,Mar,25,3
652,Thu,2021-03-25,2021,7:30p,Washington Wizards,102,New York Knicks,106,,1817,2020/2021,Mar,25,3
653,Thu,2021-03-25,2021,8:30p,Los Angeles Clippers,98,San Antonio Spurs,85,,3225,2020/2021,Mar,25,3
654,Thu,2021-03-25,2021,10:00p,Philadelphia 76ers,109,Los Angeles Lakers,101,,0,2020/2021,Mar,25,3
655,Thu,2021-03-25,2021,10:00p,Golden State Warriors,119,Sacramento Kings,141,,0,2020/2021,Mar,25,3
656,Fri,2021-03-26,2021,7:00p,Brooklyn Nets,113,Detroit Pistons,111,,750,2020/2021,Mar,26,3
657,Fri,2021-03-26,2021,7:30p,Boston Celtics,122,Milwaukee Bucks,114,,3280,2020/2021,Mar,26,3
658,Fri,2021-03-26,2021,7:30p,Phoenix Suns,104,Toronto Raptors,100,,0,2020/2021,Mar,26,3
659,Fri,2021-03-26,2021,8:00p,Miami Heat,105,Charlotte Hornets,110,,4215,2020/2021,Mar,26,3
660,Fri,2021-03-26,2021,8:00p,Houston Rockets,101,Minnesota Timberwolves,107,,0,2020/2021,Mar,26,3
661,Fri,2021-03-26,2021,8:00p,Denver Nuggets,113,New Orleans Pelicans,108,,3700,2020/2021,Mar,26,3
662,Fri,2021-03-26,2021,8:00p,Portland Trail Blazers,112,Orlando Magic,105,,3827,2020/2021,Mar,26,3
663,Fri,2021-03-26,2021,8:30p,Indiana Pacers,109,Dallas Mavericks,94,,4132,2020/2021,Mar,26,3
664,Fri,2021-03-26,2021,9:00p,Memphis Grizzlies,114,Utah Jazz,117,,5546,2020/2021,Mar,26,3
665,Fri,2021-03-26,2021,10:00p,Atlanta Hawks,124,Golden State Warriors,108,,0,2020/2021,Mar,26,3
666,Fri,2021-03-26,2021,10:30p,Cleveland Cavaliers,86,Los Angeles Lakers,100,,0,2020/2021,Mar,26,3
667,Sat,2021-03-27,2021,8:00p,New York Knicks,102,Milwaukee Bucks,96,,3280,2020/2021,Mar,27,3
668,Sat,2021-03-27,2021,8:00p,Houston Rockets,129,Minnesota Timberwolves,107,,0,2020/2021,Mar,27,3
669,Sat,2021-03-27,2021,8:00p,Detroit Pistons,92,Washington Wizards,106,,0,2020/2021,Mar,27,3
670,Sat,2021-03-27,2021,8:30p,Chicago Bulls,104,San Antonio Spurs,120,,3334,2020/2021,Mar,27,3
671,Sat,2021-03-27,2021,9:00p,Dallas Mavericks,103,New Orleans Pelicans,112,,3700,2020/2021,Mar,27,3
672,Sat,2021-03-27,2021,9:00p,Boston Celtics,111,Oklahoma City Thunder,94,,0,2020/2021,Mar,27,3
673,Sat,2021-03-27,2021,9:00p,Memphis Grizzlies,110,Utah Jazz,126,,5546,2020/2021,Mar,27,3
674,Sat,2021-03-27,2021,10:00p,Philadelphia 76ers,112,Los Angeles Clippers,122,,0,2020/2021,Mar,27,3
675,Sat,2021-03-27,2021,10:00p,Cleveland Cavaliers,98,Sacramento Kings,100,,0,2020/2021,Mar,27,3
676,Sun,2021-03-28,2021,1:00p,Phoenix Suns,101,Charlotte Hornets,97,OT,3850,2020/2021,Mar,28,3
677,Sun,2021-03-28,2021,7:00p,Portland Trail Blazers,122,Toronto Raptors,117,,2021,2020/2021,Mar,28,3
678,Sun,2021-03-28,2021,9:00p,Atlanta Hawks,102,Denver Nuggets,126,,0,2020/2021,Mar,28,3
679,Sun,2021-03-28,2021,10:00p,Orlando Magic,93,Los Angeles Lakers,96,,0,2020/2021,Mar,28,3
680,Mon,2021-03-29,2021,7:00p,Indiana Pacers,124,Washington Wizards,132,,0,2020/2021,Mar,29,3
681,Mon,2021-03-29,2021,7:30p,New Orleans Pelicans,115,Boston Celtics,109,,2298,2020/2021,Mar,29,3
682,Mon,2021-03-29,2021,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,112,,1732,2020/2021,Mar,29,3
683,Mon,2021-03-29,2021,7:30p,Miami Heat,98,New York Knicks,88,,1981,2020/2021,Mar,29,3
684,Mon,2021-03-29,2021,8:00p,Toronto Raptors,104,Detroit Pistons,118,,750,2020/2021,Mar,29,3
685,Mon,2021-03-29,2021,8:00p,Memphis Grizzlies,120,Houston Rockets,110,,3319,2020/2021,Mar,29,3
686,Mon,2021-03-29,2021,8:00p,Dallas Mavericks,127,Oklahoma City Thunder,106,,0,2020/2021,Mar,29,3
687,Mon,2021-03-29,2021,8:30p,Sacramento Kings,132,San Antonio Spurs,115,,2876,2020/2021,Mar,29,3
688,Mon,2021-03-29,2021,9:00p,Cleveland Cavaliers,75,Utah Jazz,114,,5546,2020/2021,Mar,29,3
689,Mon,2021-03-29,2021,10:00p,Chicago Bulls,102,Golden State Warriors,116,,0,2020/2021,Mar,29,3
690,Mon,2021-03-29,2021,10:00p,Milwaukee Bucks,105,Los Angeles Clippers,129,,0,2020/2021,Mar,29,3
691,Tue,2021-03-30,2021,7:00p,Charlotte Hornets,114,Washington Wizards,104,,0,2020/2021,Mar,30,3
692,Tue,2021-03-30,2021,9:00p,Philadelphia 76ers,95,Denver Nuggets,104,,3574,2020/2021,Mar,30,3
693,Tue,2021-03-30,2021,10:00p,Orlando Magic,103,Los Angeles Clippers,96,,0,2020/2021,Mar,30,3
694,Tue,2021-03-30,2021,10:00p,Atlanta Hawks,110,Phoenix Suns,117,,3173,2020/2021,Mar,30,3
695,Wed,2021-03-31,2021,7:00p,Portland Trail Blazers,124,Detroit Pistons,101,,750,2020/2021,Mar,31,3
696,Wed,2021-03-31,2021,7:00p,Miami Heat,92,Indiana Pacers,87,,0,2020/2021,Mar,31,3
697,Wed,2021-03-31,2021,7:30p,Dallas Mavericks,113,Boston Celtics,108,,2298,2020/2021,Mar,31,3
698,Wed,2021-03-31,2021,7:30p,Houston Rockets,108,Brooklyn Nets,120,,1773,2020/2021,Mar,31,3
699,Wed,2021-03-31,2021,8:00p,Utah Jazz,111,Memphis Grizzlies,107,,2314,2020/2021,Mar,31,3
700,Wed,2021-03-31,2021,8:00p,New York Knicks,101,Minnesota Timberwolves,102,,0,2020/2021,Mar,31,3
701,Wed,2021-03-31,2021,8:00p,Toronto Raptors,103,Oklahoma City Thunder,113,,0,2020/2021,Mar,31,3
702,Wed,2021-03-31,2021,8:30p,Sacramento Kings,106,San Antonio Spurs,120,,2802,2020/2021,Mar,31,3
703,Wed,2021-03-31,2021,10:00p,Milwaukee Bucks,112,Los Angeles Lakers,97,,0,2020/2021,Mar,31,3
704,Wed,2021-03-31,2021,10:00p,Chicago Bulls,116,Phoenix Suns,121,,3459,2020/2021,Mar,31,3
705,Thu,2021-04-01,2021,7:00p,Philadelphia 76ers,114,Cleveland Cavaliers,94,,4100,2020/2021,Apr,1,4
706,Thu,2021-04-01,2021,7:00p,Washington Wizards,91,Detroit Pistons,120,,750,2020/2021,Apr,1,4
707,Thu,2021-04-01,2021,7:30p,Charlotte Hornets,89,Brooklyn Nets,111,,1773,2020/2021,Apr,1,4
708,Thu,2021-04-01,2021,8:00p,Golden State Warriors,109,Miami Heat,116,,0,2020/2021,Apr,1,4
709,Thu,2021-04-01,2021,8:00p,Orlando Magic,115,New Orleans Pelicans,110,OT,3700,2020/2021,Apr,1,4
710,Thu,2021-04-01,2021,8:30p,Atlanta Hawks,134,San Antonio Spurs,129,2OT,2949,2020/2021,Apr,1,4
711,Thu,2021-04-01,2021,10:00p,Denver Nuggets,101,Los Angeles Clippers,94,,0,2020/2021,Apr,1,4
712,Fri,2021-04-02,2021,7:00p,Golden State Warriors,77,Toronto Raptors,130,,3085,2020/2021,Apr,2,4
713,Fri,2021-04-02,2021,7:30p,Houston Rockets,102,Boston Celtics,118,,0,2020/2021,Apr,2,4
714,Fri,2021-04-02,2021,7:30p,Dallas Mavericks,99,New York Knicks,86,,1981,2020/2021,Apr,2,4
715,Fri,2021-04-02,2021,8:00p,Charlotte Hornets,114,Indiana Pacers,97,,0,2020/2021,Apr,2,4
716,Fri,2021-04-02,2021,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,,2987,2020/2021,Apr,2,4
717,Fri,2021-04-02,2021,9:00p,Atlanta Hawks,126,New Orleans Pelicans,103,,3700,2020/2021,Apr,2,4
718,Fri,2021-04-02,2021,9:00p,Chicago Bulls,106,Utah Jazz,113,,5546,2020/2021,Apr,2,4
719,Fri,2021-04-02,2021,10:00p,Oklahoma City Thunder,103,Phoenix Suns,140,,3422,2020/2021,Apr,2,4
720,Fri,2021-04-02,2021,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,109,,0,2020/2021,Apr,2,4
721,Fri,2021-04-02,2021,10:00p,Los Angeles Lakers,115,Sacramento Kings,94,,0,2020/2021,Apr,2,4
722,Sat,2021-04-03,2021,7:00p,Dallas Mavericks,109,Washington Wizards,87,,0,2020/2021,Apr,3,4
723,Sat,2021-04-03,2021,8:00p,New York Knicks,125,Detroit Pistons,81,,750,2020/2021,Apr,3,4
724,Sat,2021-04-03,2021,8:00p,Cleveland Cavaliers,101,Miami Heat,115,,0,2020/2021,Apr,3,4
725,Sat,2021-04-03,2021,8:00p,Minnesota Timberwolves,113,Philadelphia 76ers,122,,3071,2020/2021,Apr,3,4
726,Sat,2021-04-03,2021,9:00p,Indiana Pacers,139,San Antonio Spurs,133,OT,3276,2020/2021,Apr,3,4
727,Sat,2021-04-03,2021,9:00p,Orlando Magic,91,Utah Jazz,137,,5546,2020/2021,Apr,3,4
728,Sat,2021-04-03,2021,10:00p,Oklahoma City Thunder,85,Portland Trail Blazers,133,,0,2020/2021,Apr,3,4
729,Sat,2021-04-03,2021,10:00p,Milwaukee Bucks,129,Sacramento Kings,128,,0,2020/2021,Apr,3,4
730,Sun,2021-04-04,2021,2:00p,Brooklyn Nets,107,Chicago Bulls,115,,0,2020/2021,Apr,4,4
731,Sun,2021-04-04,2021,3:30p,Los Angeles Lakers,86,Los Angeles Clippers,104,,0,2020/2021,Apr,4,4
732,Sun,2021-04-04,2021,6:00p,Charlotte Hornets,86,Boston Celtics,116,,0,2020/2021,Apr,4,4
733,Sun,2021-04-04,2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,,4094,2020/2021,Apr,4,4
734,Sun,2021-04-04,2021,7:30p,Golden State Warriors,111,Atlanta Hawks,117,,2937,2020/2021,Apr,4,4
735,Sun,2021-04-04,2021,8:00p,New Orleans Pelicans,122,Houston Rockets,115,,3268,2020/2021,Apr,4,4
736,Sun,2021-04-04,2021,10:00p,Orlando Magic,109,Denver Nuggets,119,,3927,2020/2021,Apr,4,4
737,Mon,2021-04-05,2021,7:00p,New York Knicks,112,Brooklyn Nets,114,,1773,2020/2021,Apr,5,4
738,Mon,2021-04-05,2021,7:00p,Utah Jazz,103,Dallas Mavericks,111,,4261,2020/2021,Apr,5,4
739,Mon,2021-04-05,2021,7:00p,Sacramento Kings,106,Minnesota Timberwolves,116,,1436,2020/2021,Apr,5,4
740,Mon,2021-04-05,2021,7:00p,Detroit Pistons,132,Oklahoma City Thunder,108,,0,2020/2021,Apr,5,4
741,Mon,2021-04-05,2021,7:00p,Cleveland Cavaliers,125,San Antonio Spurs,101,,2482,2020/2021,Apr,5,4
742,Mon,2021-04-05,2021,7:00p,Washington Wizards,101,Toronto Raptors,103,,1620,2020/2021,Apr,5,4
743,Mon,2021-04-05,2021,8:00p,Phoenix Suns,133,Houston Rockets,130,,3093,2020/2021,Apr,5,4
744,Tue,2021-04-06,2021,7:00p,Chicago Bulls,113,Indiana Pacers,97,,0,2020/2021,Apr,6,4
745,Tue,2021-04-06,2021,7:30p,New Orleans Pelicans,107,Atlanta Hawks,123,,2816,2020/2021,Apr,6,4
746,Tue,2021-04-06,2021,7:30p,Philadelphia 76ers,106,Boston Celtics,96,,2298,2020/2021,Apr,6,4
747,Tue,2021-04-06,2021,7:30p,Los Angeles Lakers,110,Toronto Raptors,101,,0,2020/2021,Apr,6,4
748,Tue,2021-04-06,2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,,0,2020/2021,Apr,6,4
749,Tue,2021-04-06,2021,9:00p,Detroit Pistons,119,Denver Nuggets,134,,3556,2020/2021,Apr,6,4
750,Tue,2021-04-06,2021,10:00p,Milwaukee Bucks,121,Golden State Warriors,122,,0,2020/2021,Apr,6,4
751,Tue,2021-04-06,2021,10:00p,Portland Trail Blazers,116,Los Angeles Clippers,133,,0,2020/2021,Apr,6,4
752,Wed,2021-04-07,2021,7:00p,Minnesota Timberwolves,137,Indiana Pacers,141,,0,2020/2021,Apr,7,4
