,game_week_day,game_date,game_year,game_time,visitor,visitor_pts,home,home_pts,overtime,att,season,game_month,game_day,game_month_number
978,Wed,2021-05-05,2021,7:00p,Boston Celtics,132,Orlando Magic,96,,0,2020/2021,May,5,5
979,Wed,2021-05-05,2021,7:30p,Portland Trail Blazers,141,Cleveland Cavaliers,105,,4148,2020/2021,May,5,5
980,Wed,2021-05-05,2021,8:00p,Phoenix Suns,103,Atlanta Hawks,135,,3205,2020/2021,May,5,5
981,Wed,2021-05-05,2021,8:00p,Philadelphia 76ers,135,Houston Rockets,115,,3583,2020/2021,May,5,5
982,Wed,2021-05-05,2021,8:00p,Sacramento Kings,104,Indiana Pacers,93,,0,2020/2021,May,5,5
983,Wed,2021-05-05,2021,8:00p,Washington Wizards,134,Milwaukee Bucks,135,,3280,2020/2021,May,5,5
984,Wed,2021-05-05,2021,8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,,1436,2020/2021,May,5,5
985,Wed,2021-05-05,2021,9:00p,New York Knicks,97,Denver Nuggets,113,,4038,2020/2021,May,5,5
986,Wed,2021-05-05,2021,9:00p,San Antonio Spurs,94,Utah Jazz,126,,6506,2020/2021,May,5,5
987,Thu,2021-05-06,2021,7:00p,Chicago Bulls,120,Charlotte Hornets,99,,3769,2020/2021,May,6,5
988,Thu,2021-05-06,2021,7:30p,Brooklyn Nets,109,Dallas Mavericks,113,,4602,2020/2021,May,6,5
989,Thu,2021-05-06,2021,7:30p,Washington Wizards,131,Toronto Raptors,129,OT,2494,2020/2021,May,6,5
990,Thu,2021-05-06,2021,8:00p,Memphis Grizzlies,97,Detroit Pistons,111,,750,2020/2021,May,6,5
991,Thu,2021-05-06,2021,8:00p,Atlanta Hawks,126,Indiana Pacers,133,,0,2020/2021,May,6,5
992,Thu,2021-05-06,2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,118,,3621,2020/2021,May,6,5
993,Thu,2021-05-06,2021,10:00p,Los Angeles Lakers,94,Los Angeles Clippers,118,,3275,2020/2021,May,6,5
994,Fri,2021-05-07,2021,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,109,,5119,2020/2021,May,7,5
995,Fri,2021-05-07,2021,7:30p,Boston Celtics,99,Chicago Bulls,121,,3399,2020/2021,May,7,5
996,Fri,2021-05-07,2021,8:00p,Orlando Magic,112,Charlotte Hornets,122,,3751,2020/2021,May,7,5
997,Fri,2021-05-07,2021,8:00p,Minnesota Timberwolves,112,Miami Heat,121,,0,2020/2021,May,7,5
998,Fri,2021-05-07,2021,8:00p,Houston Rockets,133,Milwaukee Bucks,141,,3280,2020/2021,May,7,5
999,Fri,2021-05-07,2021,8:30p,Cleveland Cavaliers,90,Dallas Mavericks,110,,4220,2020/2021,May,7,5
1000,Fri,2021-05-07,2021,9:00p,Denver Nuggets,120,Utah Jazz,127,,6506,2020/2021,May,7,5
1001,Fri,2021-05-07,2021,10:00p,New York Knicks,105,Phoenix Suns,128,,8063,2020/2021,May,7,5
1002,Fri,2021-05-07,2021,10:00p,Los Angeles Lakers,101,Portland Trail Blazers,106,,0,2020/2021,May,7,5
1003,Fri,2021-05-07,2021,10:00p,San Antonio Spurs,113,Sacramento Kings,104,,0,2020/2021,May,7,5
1004,Sat,2021-05-08,2021,7:00p,Washington Wizards,133,Indiana Pacers,132,OT,0,2020/2021,May,8,5
1005,Sat,2021-05-08,2021,7:00p,Detroit Pistons,104,Philadelphia 76ers,118,,5119,2020/2021,May,8,5
1006,Sat,2021-05-08,2021,7:30p,Memphis Grizzlies,109,Toronto Raptors,99,,0,2020/2021,May,8,5
1007,Sat,2021-05-08,2021,10:00p,Brooklyn Nets,125,Denver Nuggets,119,,4044,2020/2021,May,8,5
1008,Sat,2021-05-08,2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,136,,4155,2020/2021,May,8,5
1009,Sat,2021-05-08,2021,10:00p,San Antonio Spurs,102,Portland Trail Blazers,124,,1939,2020/2021,May,8,5
1010,Sat,2021-05-08,2021,10:00p,Houston Rockets,116,Utah Jazz,124,,6506,2020/2021,May,8,5
1011,Sun,2021-05-09,2021,1:00p,Miami Heat,130,Boston Celtics,124,,2298,2020/2021,May,9,5
1012,Sun,2021-05-09,2021,3:30p,New York Knicks,106,Los Angeles Clippers,100,,2578,2020/2021,May,9,5
1013,Sun,2021-05-09,2021,7:00p,New Orleans Pelicans,112,Charlotte Hornets,110,,4196,2020/2021,May,9,5
1014,Sun,2021-05-09,2021,7:00p,Dallas Mavericks,124,Cleveland Cavaliers,97,,4148,2020/2021,May,9,5
1015,Sun,2021-05-09,2021,7:00p,Minnesota Timberwolves,128,Orlando Magic,96,,4086,2020/2021,May,9,5
1016,Sun,2021-05-09,2021,8:00p,Chicago Bulls,108,Detroit Pistons,96,,750,2020/2021,May,9,5
1017,Sun,2021-05-09,2021,10:00p,Phoenix Suns,110,Los Angeles Lakers,123,,3144,2020/2021,May,9,5
1018,Sun,2021-05-09,2021,10:00p,Oklahoma City Thunder,98,Sacramento Kings,126,,0,2020/2021,May,9,5
1019,Mon,2021-05-10,2021,7:30p,Washington Wizards,124,Atlanta Hawks,125,,3054,2020/2021,May,10,5
1020,Mon,2021-05-10,2021,7:30p,Indiana Pacers,111,Cleveland Cavaliers,102,,4148,2020/2021,May,10,5
1021,Mon,2021-05-10,2021,8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,,2507,2020/2021,May,10,5
1022,Mon,2021-05-10,2021,8:30p,Milwaukee Bucks,125,San Antonio Spurs,146,,3992,2020/2021,May,10,5
1023,Mon,2021-05-10,2021,10:00p,Utah Jazz,116,Golden State Warriors,119,,4155,2020/2021,May,10,5
1024,Mon,2021-05-10,2021,10:00p,Houston Rockets,129,Portland Trail Blazers,140,,1939,2020/2021,May,10,5
1025,Tue,2021-05-11,2021,7:00p,Denver Nuggets,117,Charlotte Hornets,112,,3997,2020/2021,May,11,5
1026,Tue,2021-05-11,2021,7:00p,Minnesota Timberwolves,119,Detroit Pistons,100,,750,2020/2021,May,11,5
1027,Tue,2021-05-11,2021,7:30p,Miami Heat,129,Boston Celtics,121,,4789,2020/2021,May,11,5
1028,Tue,2021-05-11,2021,7:30p,Los Angeles Clippers,115,Toronto Raptors,96,,0,2020/2021,May,11,5
1029,Tue,2021-05-11,2021,8:00p,Brooklyn Nets,115,Chicago Bulls,107,,3434,2020/2021,May,11,5
1030,Tue,2021-05-11,2021,8:00p,Philadelphia 76ers,94,Indiana Pacers,103,,0,2020/2021,May,11,5
1031,Tue,2021-05-11,2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,,2684,2020/2021,May,11,5
1032,Tue,2021-05-11,2021,9:00p,Orlando Magic,102,Milwaukee Bucks,114,,3280,2020/2021,May,11,5
1033,Tue,2021-05-11,2021,10:00p,Phoenix Suns,116,Golden State Warriors,122,,4155,2020/2021,May,11,5
1034,Tue,2021-05-11,2021,10:00p,New York Knicks,99,Los Angeles Lakers,101,OT,3550,2020/2021,May,11,5
1035,Tue,2021-05-11,2021,10:00p,Oklahoma City Thunder,106,Sacramento Kings,122,,0,2020/2021,May,11,5
1036,Wed,2021-05-12,2021,7:00p,Washington Wizards,116,Atlanta Hawks,120,,3120,2020/2021,May,12,5
1037,Wed,2021-05-12,2021,8:00p,San Antonio Spurs,116,Brooklyn Nets,128,,1773,2020/2021,May,12,5
1038,Wed,2021-05-12,2021,8:00p,Boston Celtics,94,Cleveland Cavaliers,102,,4148,2020/2021,May,12,5
1039,Wed,2021-05-12,2021,9:00p,New Orleans Pelicans,107,Dallas Mavericks,125,,4373,2020/2021,May,12,5
1040,Wed,2021-05-12,2021,9:30p,Portland Trail Blazers,105,Utah Jazz,98,,6506,2020/2021,May,12,5
1041,Wed,2021-05-12,2021,10:30p,Houston Rockets,122,Los Angeles Lakers,124,,4087,2020/2021,May,12,5
1042,Thu,2021-05-13,2021,7:00p,Los Angeles Clippers,113,Charlotte Hornets,90,,4442,2020/2021,May,13,5
1043,Thu,2021-05-13,2021,7:00p,Milwaukee Bucks,142,Indiana Pacers,133,,0,2020/2021,May,13,5
1044,Thu,2021-05-13,2021,7:30p,Orlando Magic,93,Atlanta Hawks,116,,2910,2020/2021,May,13,5
1045,Thu,2021-05-13,2021,7:30p,Philadelphia 76ers,94,Miami Heat,106,,0,2020/2021,May,13,5
1046,Thu,2021-05-13,2021,7:30p,San Antonio Spurs,98,New York Knicks,102,,1981,2020/2021,May,13,5
1047,Thu,2021-05-13,2021,8:00p,Toronto Raptors,102,Chicago Bulls,114,,3395,2020/2021,May,13,5
1048,Thu,2021-05-13,2021,8:00p,Sacramento Kings,110,Memphis Grizzlies,116,,2876,2020/2021,May,13,5
1049,Thu,2021-05-13,2021,8:00p,Denver Nuggets,114,Minnesota Timberwolves,103,,1638,2020/2021,May,13,5
1050,Thu,2021-05-13,2021,10:00p,Portland Trail Blazers,117,Phoenix Suns,118,,8359,2020/2021,May,13,5
1051,Fri,2021-05-14,2021,7:00p,Cleveland Cavaliers,105,Washington Wizards,120,,5333,2020/2021,May,14,5
1052,Fri,2021-05-14,2021,8:00p,Denver Nuggets,104,Detroit Pistons,91,,750,2020/2021,May,14,5
1053,Fri,2021-05-14,2021,8:00p,Utah Jazz,109,Oklahoma City Thunder,93,,0,2020/2021,May,14,5
1054,Fri,2021-05-14,2021,8:00p,Orlando Magic,97,Philadelphia 76ers,122,,5119,2020/2021,May,14,5
1055,Fri,2021-05-14,2021,9:00p,Toronto Raptors,110,Dallas Mavericks,114,,4493,2020/2021,May,14,5
1056,Fri,2021-05-14,2021,9:00p,Los Angeles Clippers,115,Houston Rockets,122,,3803,2020/2021,May,14,5
1057,Fri,2021-05-14,2021,9:00p,Sacramento Kings,106,Memphis Grizzlies,107,,3502,2020/2021,May,14,5
1058,Fri,2021-05-14,2021,9:30p,New Orleans Pelicans,122,Golden State Warriors,125,,4155,2020/2021,May,14,5
1059,Sat,2021-05-15,2021,1:00p,Chicago Bulls,91,Brooklyn Nets,105,,1773,2020/2021,May,15,5
1060,Sat,2021-05-15,2021,1:00p,Los Angeles Lakers,122,Indiana Pacers,115,,0,2020/2021,May,15,5
1061,Sat,2021-05-15,2021,1:00p,Charlotte Hornets,109,New York Knicks,118,OT,1981,2020/2021,May,15,5
1062,Sat,2021-05-15,2021,2:00p,Boston Celtics,124,Minnesota Timberwolves,108,,1638,2020/2021,May,15,5
1063,Sat,2021-05-15,2021,2:00p,Phoenix Suns,140,San Antonio Spurs,103,,4848,2020/2021,May,15,5
1064,Sat,2021-05-15,2021,8:00p,Miami Heat,108,Milwaukee Bucks,122,,3280,2020/2021,May,15,5
1065,Sun,2021-05-16,2021,1:00p,Boston Celtics,92,New York Knicks,96,,1981,2020/2021,May,16,5
1066,Sun,2021-05-16,2021,1:00p,Indiana Pacers,125,Toronto Raptors,113,,0,2020/2021,May,16,5
1067,Sun,2021-05-16,2021,1:00p,Charlotte Hornets,110,Washington Wizards,115,,5333,2020/2021,May,16,5
1068,Sun,2021-05-16,2021,2:00p,Phoenix Suns,123,San Antonio Spurs,121,,4738,2020/2021,May,16,5
1069,Sun,2021-05-16,2021,3:30p,Memphis Grizzlies,101,Golden State Warriors,113,,4416,2020/2021,May,16,5
1070,Sun,2021-05-16,2021,7:00p,Houston Rockets,95,Atlanta Hawks,124,,3045,2020/2021,May,16,5
1071,Sun,2021-05-16,2021,7:00p,Cleveland Cavaliers,109,Brooklyn Nets,123,,1773,2020/2021,May,16,5
1072,Sun,2021-05-16,2021,7:00p,Orlando Magic,117,Philadelphia 76ers,128,,5119,2020/2021,May,16,5
1073,Sun,2021-05-16,2021,8:00p,Miami Heat,120,Detroit Pistons,107,,750,2020/2021,May,16,5
1074,Sun,2021-05-16,2021,9:00p,Milwaukee Bucks,112,Chicago Bulls,118,,3427,2020/2021,May,16,5
1075,Sun,2021-05-16,2021,9:00p,Dallas Mavericks,121,Minnesota Timberwolves,136,,1638,2020/2021,May,16,5
1076,Sun,2021-05-16,2021,9:00p,Los Angeles Lakers,110,New Orleans Pelicans,98,,3700,2020/2021,May,16,5
1077,Sun,2021-05-16,2021,9:00p,Los Angeles Clippers,112,Oklahoma City Thunder,117,,0,2020/2021,May,16,5
1078,Sun,2021-05-16,2021,9:00p,Denver Nuggets,116,Portland Trail Blazers,132,,1939,2020/2021,May,16,5
1079,Sun,2021-05-16,2021,9:00p,Utah Jazz,121,Sacramento Kings,99,,0,2020/2021,May,16,5
