Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode,Schedule
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-03 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-04 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-05 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-06 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-07 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-08 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-09 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-10 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-11 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-12 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-13 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-14 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-15 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-16 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-17 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-18 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-19 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-20 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-21 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-22 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-23 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-24 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-25 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-26 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.1428571428571428,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-27 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.2857142857142858,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-28 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.4285714285714286,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-29 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.5714285714285714,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-30 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.7142857142857142,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-31 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.8571428571428568,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-01 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,2.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-02 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,2.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-03 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,2.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-04 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,2.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-05 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,2.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-06 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,2,72,70,
,,71.0,1.7142857142857142,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-07 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,1.4285714285714286,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-08 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,1.1428571428571428,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-09 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.8571428571428571,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-10 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.5714285714285714,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-11 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.2857142857142857,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-12 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-13 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-14 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-15 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-16 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-17 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-18 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-19 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-20 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-21 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-22 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-23 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-24 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-25 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-26 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-27 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-28 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-29 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-30 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,68.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,0,72,72,
,,71.0,0.4285714285714285,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-01-31 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,0.8571428571428571,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-01 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,1.2857142857142858,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-02 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,1.7142857142857142,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-03 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,2.142857142857143,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-04 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,2.571428571428572,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-05 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
,,71.0,3.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2022-02-06 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,67.0,69.0,72.0,71.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,69.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,68.0,,,,67.0,,3,72,69,
